ComplexID	ComplexName	subunits(UniProt IDs)	subunits(Gene name)
5923	"RAF1-BRAF complex, RAS stimulated"	P04049;P15056	RAF1;BRAF
5924	"RAF1-CNK1 complex, RAS stimulated"	P04049;Q969H4	RAF1;CNKSR1
5925	"BRAF-CNK1 complex, not RAS stimulated"	P15056;Q969H4	BRAF;CNKSR1
5926	CNK1 homodimer complex	Q969H4	CNKSR1
5928	CNK1-SRC-RAF1 complex	P04049;P12931;Q969H4	RAF1;SRC;CNKSR1
5975	"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)"	P49755;P49768;Q92542;Q96BI3;Q9NZ42	TMED10;PSEN1;NCSTN;APH1A;PSENEN
5980	LRRK2-CHIP-HSP90 complex	P08238;Q5S007;Q9UNE7	HSP90AB1;LRRK2;STUB1
5991	LRRK2-FADD-CASP8 complex	Q13158;Q14790;Q5S007	FADD;CASP8;LRRK2
6023	Calcineurin	P63098;Q08209	PPP3R1;PPP3CA
6025	Ubiquitin-conjugating enzyme E2 (UBC13-UEV1A)	P61088;Q13404	UBE2N;UBE2V1
6037	STUB1-HSPA8-MAPT-UBE2D2 complex	P10636;P11142;P62837;Q9UNE7	MAPT;HSPA8;UBE2D2;STUB1
6038	Dynein complex	O14576;P63167;Q14204;Q9Y6G9	DYNC1I1;DYNLL1;DYNC1H1;DYNC1LI1
6039	Dynein-dynactin complex	O14576;P63167;Q14203;Q14204;Q9Y6G9	DYNC1I1;DYNLL1;DCTN1;DYNC1H1;DYNC1LI1
6041	DISC1-FEZ1 complex	Q99689;Q9NRI5	FEZ1;DISC1
6043	DISC-FEZ1-F-actin complex	Q6PJ43;Q99689;Q9NRI5	ACTG1;FEZ1;DISC1
6046	PDE4B-DISC1 complex	Q07343;Q9NRI5	PDE4B;DISC1
6052	BAG3-HSC70-HSPB8-CHIP complex	O95817;P11142;Q9UJY1;Q9UNE7	BAG3;HSPA8;HSPB8;STUB1
6053	LKB1-STRAD-MO25 complex	Q15831;Q7RTN6;Q9Y376	STK11;STRADA;CAB39
6056	APP-TNFRSF21 complex	O75509;P05067	TNFRSF21;APP
6061	DISC1-ZNF365 complex	Q70YC5;Q9NRI5	ZNF365;DISC1
6066	Xanthine oxidase	P47989	XDH
6067	ESR1-SP1 complex	P03372;P08047	ESR1;SP1
6068	ESR1-CEBPB complex	P03372;P17676	ESR1;CEBPB
6069	ESR1-GRIP1 complex	P03372;Q9Y3R0	ESR1;GRIP1
6072	TRA2B1-SRSF9-SRSF6 complex	P62995;Q13242;Q13247	TRA2B;SRSF9;SRSF6
6073	SRSF9-SRSF6 complex	Q13242;Q13247	SRSF9;SRSF6
6075	CST complex	Q2NKJ3;Q86WV5;Q9H668	CTC1;TEN1;STN1
6076	c-Abl-cortactin-nmMLCK complex	P00519;Q14247;Q15746	ABL1;CTTN;MYLK
6078	ACR-HSPA2-PDIA6 complex	P12821;P54652;Q15084	ACE;HSPA2;PDIA6
6079	BAG6-HSPA2 complex	P46379;P54652	BAG6;HSPA2
6080	ACAP1-CLTC-SLC2A4 complex	P14672;Q00610;Q15027	SLC2A4;CLTC;ACAP1
6083	CART complex	O14964;O43707;O75382;Q9ULV0	HGS;ACTN4;TRIM3;MYO5B
6084	AFF4 super elongation complex (SEC)	O00472;O60563;O60583;P42568;P50750;P51825;P55199;Q03111;Q96JC9;Q9HB65;Q9UHB7	ELL2;CCNT1;CCNT2;MLLT3;CDK9;AFF1;ELL;MLLT1;EAF1;ELL3;AFF4
6085	MCPIP1-MCPIP4 complex	A2A288;Q5D1E8	ZC3H12D;ZC3H12A
6087	ERbeta-AR complex	P10275;Q92731	AR;ESR2
6088	Seipin-AGPAT2 complex	O15120;Q96G97	AGPAT2;BSCL2
6089	Seipin-AGPAT2-lipin1 complex	O15120;Q14693;Q96G97	AGPAT2;LPIN1;BSCL2
6090	Seipin-lipin1 complex	Q14693;Q96G97	LPIN1;BSCL2
6091	NF-YA-LaminA complex	P02545;P23511	LMNA;NFYA
6092	c-Jun-ATF3 complex	P05412;P18847	JUN;ATF3
6095	PLEKHA7-PDZD11 complex	Q5EBL8;Q6IQ23	PDZD11;PLEKHA7
6096	alphaB-crystallin-Nav1.5 complex	P02511;Q14524	CRYAB;SCN5A
6097	MEF2-NR2F2 complex	P24468;Q02078	NR2F2;MEF2A
6103	proMBP-angiotensinogen complex	P01019;P13727	AGT;PRG2
6104	PAPP-A-proMBP complex	P13727;Q13219	PRG2;PAPPA
6107	proMBP-angiotensinogen-c3dg complex	P01019;P01024;P13727	AGT;C3;PRG2
6108	STIM1-TRPV4 complex	Q13586;Q9HBA0	STIM1;TRPV4
6109	FHF complex	Q86VS8;Q8N612;Q96ED9;Q9H8T0;Q9UJC3	HOOK3;FHIP1B;HOOK2;AKTIP;HOOK1
6111	protein phosphatase 2A C-subunit-synapsin complex	P17600;P67775	SYN1;PPP2CA
6112	DGAT2-MGAT2 complex	Q10469;Q96PD7	MGAT2;DGAT2
6114	BAG1-HSC70 complex	P11142;Q99933	HSPA8;BAG1
6115	BAG1-HSP70 complex	P0DMV8;Q99933	HSPA1A;BAG1
6116	Hook1-Vps16 complex	Q9H269;Q9UJC3	VPS16;HOOK1
6117	Hook1-Vps18 complex	Q9P253;Q9UJC3	VPS18;HOOK1
6118	Hook1-Vps39 complex	Q96JC1;Q9UJC3	VPS39;HOOK1
6119	Hook1-Vps41 complex	P49754;Q9UJC3	VPS41;HOOK1
6120	Hook2-Vps16 complex	Q96ED9;Q9H269	HOOK2;VPS16
6121	Hook2-Vps41 complex	P49754;Q96ED9	VPS41;HOOK2
6122	Hook3-Vps16 complex	Q86VS8;Q9H269	HOOK3;VPS16
6123	Hook3-Vps41 complex	P49754;Q86VS8	VPS41;HOOK3
6124	FTS-Vps16 complex	Q9H269;Q9H8T0	VPS16;AKTIP
6125	FTS-Vps18 complex	Q9H8T0;Q9P253	AKTIP;VPS18
6126	FTS-Vps41 complex	P49754;Q9H8T0	VPS41;AKTIP
6127	DAXX-MDM2-USP7 complex	Q00987;Q93009;Q9UER7	MDM2;USP7;DAXX
6129	CBP80/20- dependent translation complex	O43310;P38919;P52298;P55884;Q09161;Q9BZI7	CTIF;EIF4A3;NCBP2;EIF3B;NCBP1;UPF3B
6131	SELK multiprotein complex	P04843;P04844;P27824;P39656;P46977;P55072;Q9BQE4;Q9BUN8;Q9GZP9;Q9Y6D0	RPN1;RPN2;CANX;DDOST;STT3A;VCP;SELENOS;DERL1;DERL2;SELENOK
6132	"MICOS subcomplex (CHCHD3, IMMT, MICOS10), mitochondrial"	Q16891;Q5TGZ0;Q9NX63	IMMT;MICOS10;CHCHD3
6133	RFX5-RFXANK-RFXAP complex	O00287;O14593;P48382	RFXAP;RFXANK;RFX5
6134	Rs1 homooctamer complex	O15537	RS1
6135	Ferritin complex	P02792;P02794	FTL;FTH1
6136	USP7-MAGEL2-TRIM27 complex	P14373;Q93009;Q9UJ55	TRIM27;USP7;MAGEL2
6137	GM-CSF receptor complex	P04141;P15509;P32927	CSF2;CSF2RA;CSF2RB
6140	Cdt1-Geminin complex	O75496;Q9H211	GMNN;CDT1
6141	CSE1L-KPNA2-RAN complex	P52292;P55060;P62826	KPNA2;CSE1L;RAN
6142	KPNA2-KPNB1 complex	P52292;Q14974	KPNA2;KPNB1
6143	KPNB1-RAN complex	P62826;Q14974	RAN;KPNB1
6144	CENP-T-W complex	Q5EE01;Q96BT3	CENPW;CENPT
6145	CENP-S-X complex	A8MT69;Q8N2Z9	STRA13;CENPS
6146	CENP-T-W-S-X heterotetramer complex	A8MT69;Q5EE01;Q8N2Z9;Q96BT3	STRA13;CENPW;CENPS;CENPT
6147	BAFL-BAF-LAP2beta complex	O75531;P42167;Q9H503	BANF1;TMPO;BANF2
6148	BAFL-BAF complex	O75531;Q9H503	BANF1;BANF2
6149	"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic"	P62805;P68431;Q8IWY9;Q8TEX9;Q9Y294	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16;H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12;CDAN1;IPO4;ASF1A
6153	PRKAA2-PRKAB2-PRKAG3 complex	O43741;P54646;Q9UGI9	PRKAB2;PRKAA2;PRKAG3
6154	PRKAA1-PRKAB2-PRKAG1 complex	O43741;P54619;Q13131	PRKAB2;PRKAG1;PRKAA1
6155	PRKAA2-PRKAB2-PRKAG1 complex	O43741;P54619;P54646	PRKAB2;PRKAG1;PRKAA2
6158	TRIAL-DR5 complex	O14763;P50591	TNFRSF10B;TNFSF10
6159	LPP-PPP2CA-PPP2R3A complex	P67775;Q06190;Q93052	PPP2CA;PPP2R3A;LPP
6160	hTREX84 complex	Q13769;Q6I9Y2;Q86W42-2;Q8NI27;Q96FV9;Q96J01	THOC5;THOC7;THOC6;THOC2;THOC1;THOC3
6163	BBSome	A8MTZ0;Q3SYG4;Q8IWZ6;Q8N3I7;Q8NFJ9;Q8TAM2;Q96RK4;Q9BXC9	BBIP1;BBS9;BBS7;BBS5;BBS1;TTC8;BBS4;BBS2
6164	ACK1 signaling complex	P46108;P56945;P60953;Q07912	CRK;BCAR1;CDC42;TNK2
6165	BBSome core complex	Q3SYG4;Q8IWZ6;Q8NFJ9;Q9BXC9	BBS9;BBS7;BBS1;BBS2
6166	BBSome linker complex	A8MTZ0;Q8TAM2;Q96RK4	BBIP1;TTC8;BBS4
6167	Exocyst complex	O00471;O60645;Q8IYI6;Q8TAG9;Q96A65;Q96KP1;Q9NV70;Q9UPT5	EXOC5;EXOC3;EXOC8;EXOC6;EXOC4;EXOC2;EXOC1;EXOC7
6168	Exocyst EXOC5-EXOC6 subcomplex	O00471;Q8TAG9	EXOC5;EXOC6
6169	Exocyst EXOC5-EXOC6-EXOC7 subcomplex	O00471;Q8TAG9;Q9UPT5	EXOC5;EXOC6;EXOC7
6170	Angiogenin-PRI complex	P03950;P13489	ANG;RNH1
6173	Intraflagellar transport complex B core complex	A0AVF1;Q13099;Q8N4P2;Q8WYA0;Q96LB3;Q9BW83;Q9H7X7;Q9NQC8;Q9Y366;Q9Y547	TTC26;IFT88;TTC30B;IFT81;IFT74;IFT27;IFT22;IFT46;IFT52;HSPB11
6175	Caspase-10-SUMO-FADD/Drp1 complex	O00429;Q13158;Q92851	DNM1L;FADD;CASP10
6176	CDCP1-Src-EGFR complex	P00533;P12931;Q9H5V8	EGFR;SRC;CDCP1
6178	LUBAC complex	Q96EP0;Q9BYM8;Q9H0F6	RNF31;RBCK1;SHARPIN
6180	PPP2R1A-PPP2R3B complex	P30153;Q9Y5P8	PPP2R1A;PPP2R3B
6182	PP2A A/C-striatin complex	O43815;P30153;P67775	STRN;PPP2R1A;PPP2CA
6183	PP2A A/C-SG2NA complex	P30153;P67775;Q13033	PPP2R1A;PPP2CA;STRN3
6184	AuroraB-AuroraC-INCENP complex	O14965;Q96GD4;Q9NQS7	AURKA;AURKB;INCENP
6185	GNAI1-GPSM2-SAPCD2 complex	P63096;P81274;Q86UD0	GNAI1;GPSM2;SAPCD2
6186	ArPIKfyve-Sac3-Sph1 complex	Q92562;Q9Y2I7;Q9Y6H5	FIG4;PIKFYVE;SNCAIP
6187	STIP-USP7-Mdm2 complex	Q00987;Q93009;Q9UBB9	MDM2;USP7;TFIP11
6188	STIP-USP7-p53 complex	P04637;Q93009;Q9UBB9	TP53;USP7;TFIP11
6189	ArgRS-GlnRS-AIMP1 complex	P47897;P54136;Q12904	QARS1;RARS1;AIMP1
6190	p38gamma-Hsp90-K-Ras complex	P01116;P08238;P53778	KRAS;HSP90AB1;MAPK12
6191	IGF2-IGFBP2 complex	P01344;P18065	IGF2;IGFBP2
6192	CHDH-SQSTM1-MAP1LC3 complex	Q13501;Q8NE62;Q9H492	SQSTM1;CHDH;MAP1LC3A
6193	ADAM12-alphaVbeta3-integrin-MMP-14 complex	O43184;P05106;P06756;P50281	ADAM12;ITGB3;ITGAV;MMP14
6194	B-WICH complex	O00159;O60264;O75533;P35659;Q03468;Q9BQG0;Q9NR30;Q9UIG0	MYO1C;SMARCA5;SF3B1;DEK;ERCC6;MYBBP1A;DDX21;BAZ1B
6195	Stargazin-AP-2-AP-3a complex	O14617;O95782;Q9Y698	AP3D1;AP2A1;CACNG2
6196	Stargazin-Glu1-mu2 complex	P42261;Q96CW1;Q9Y698	GRIA1;AP2M1;CACNG2
6197	Stargazin-Glu1-mu3 complex	P42261;P53677;Q9Y698	GRIA1;AP3M2;CACNG2
6198	Stargazin-Glu2A-mu2 complex	P42262;Q96CW1;Q9Y698	GRIA2;AP2M1;CACNG2
6199	Stargazin-Glu2A-mu3 complex	P42262;P53677;Q9Y698	GRIA2;AP3M2;CACNG2
6203	TFAP2C-Myc-KDM5B complex	P01106;Q92754;Q9UGL1	MYC;TFAP2C;KDM5B
6206	ICAT-AR-beta-catenin complex	P10275;P35222;Q9NSA3	AR;CTNNB1;CTNNBIP1
6208	PNP homotrimer complex	P00491	PNP
6209	MT1-G(i)-RGS20 complex	O76081;P48039;P63096	RGS20;MTNR1A;GNAI1
6210	MT1-MT2 complex	P48039;P49286	MTNR1A;MTNR1B
6211	RSG20-MT1-MT2 complex	O76081;P48039;P49286	RGS20;MTNR1A;MTNR1B
6212	GM130-GRASP65 complex	Q08379;Q9BQQ3	GOLGA2;GORASP1
6213	DOCK8-WIP-WASp complex	O43516;P42768;Q8NF50	WIPF1;WAS;DOCK8
6215	GATOR1 complex	O75140;Q12980;Q8WTW4	DEPDC5;NPRL3;NPRL2
6216	GATOR2 complex	P55735;Q6PJI9;Q96EE3;Q96S15;Q9NXC5	SEC13;WDR59;SEH1L;WDR24;MIOS
6217	GATOR complex	O75140;P55735;Q12980;Q6PJI9;Q8WTW4;Q96EE3;Q96S15;Q9NXC5	DEPDC5;SEC13;NPRL3;WDR59;NPRL2;SEH1L;WDR24;MIOS
6218	POL2R-SYMPK-SSU72 complex	P24928;Q92797;Q9NP77	POLR2A;SYMPK;SSU72
6219	DGKZ-RASGRP1-HRAS complex	O95267;P01112;Q13574	RASGRP1;HRAS;DGKZ
6220	HDAC10-PAX3-KAP1 complex	P23760;Q13263;Q969S8	PAX3;TRIM28;HDAC10
6223	CCM2-ICAP1-KRIT1 complex	O00522;O14713;Q9BSQ5	KRIT1;ITGB1BP1;CCM2
6224	CCM2-KRIT1-MEKK3 complex	O00522;Q99759;Q9BSQ5	KRIT1;MAP3K3;CCM2
6226	Rab11a-FIP3-DLIC-1 complex	P62491;Q9Y6G9;Q9Y6K9	RAB11A;DYNC1LI1;IKBKG
6229	ATG13-RB1CC1-ULK1 complex	O75143;O75385;Q8TDY2	ATG13;ULK1;RB1CC1
6230	ATG13-RB1CC1-ULK2 complex	O75143;Q8IYT8;Q8TDY2	ATG13;ULK2;RB1CC1
6232	ATG101-ATG13-RB1CC1-ULK1 complex	O75143;O75385;Q8TDY2;Q9BSB4	ATG13;ULK1;RB1CC1;ATG101
6233	"Ubiquitin E3 ligase (CUL3, KLHL3, WNK1)"	Q13618;Q9H4A3;Q9UH77	CUL3;WNK1;KLHL3
6235	c-Fos-c-Jun-SAF-1 complex	P01100;P05412;P56270	FOS;JUN;MAZ
6236	"Dynein-2 complex, cytoplasmic"	P51808;P63167;P63172;Q8IVD9;Q8NCM8;Q8TCX1;Q8TF09;Q8WVS4;Q8WW35;Q96EX3;Q96FJ2;Q9NP97	DYNLT3;DYNLL1;DYNLT1;NUDCD3;DYNC2H1;DYNC2LI1;DYNLRB2;DYNC2I1;DYNLT2B;DYNC2I2;DYNLL2;DYNLRB1
6237	AJUBA-GFI1-HDAC1 complex	Q13547;Q96IF1;Q99684	HDAC1;AJUBA;GFI1
6238	DHDDS-NUS1 complex	Q86SQ9;Q96E22	DHDDS;NUS1
6242	14-3-3q-SGK1-tau complex	O00141;P10636;P27348	SGK1;MAPT;YWHAQ
6243	AJUBA-GFI1-HDAC2 complex	Q92769;Q96IF1;Q99684	HDAC2;AJUBA;GFI1
6244	AJUBA-GFI1-HDAC3 complex	O15379;Q96IF1;Q99684	HDAC3;AJUBA;GFI1
6245	Telomerase holoenzyme	O14746;O60832;Q86US8;Q9BUR4;Q9NPE3;Q9NX24;Q9NY12	TERT;DKC1;SMG6;WRAP53;NOP10;NHP2;GAR1
6246	BBS4 centriolar satellite complex	Q15154;Q96RK4;Q9UPN4	PCM1;BBS4;CEP131
6247	BBS-chaperonin complex	P17987;P48643;P49368;P50990;P50991;P78371;Q6ZW61;Q8IWZ6;Q8TAM1;Q9NPJ1	TCP1;CCT5;CCT3;CCT8;CCT4;CCT2;BBS12;BBS7;BBS10;MKKS
6248	CSF3R-FBXW7-GSK3B complex	P49841;Q969H0;Q99062	GSK3B;FBXW7;CSF3R
6249	"MIB complex, mitochondrial"	O75431;Q13505;Q16891;Q5HYI7;Q5TGZ0;Q5XKP0;Q6UXV4;Q9BRQ6;Q9BUR5;Q9NVH1;Q9NX63;Q9Y512	MTX2;MTX1;IMMT;MTX3;MICOS10;MICOS13;APOOL;CHCHD6;APOO;DNAJC11;CHCHD3;SAMM50
6250	LPA(2)-NHERF2-PLC-beta3 complex	Q01970;Q15599;Q9HBW0	PLCB3;SLC9A3R2;LPAR2
6251	Shc-ERalpha-IGF-1R complex	P03372;P08069;P29353	ESR1;IGF1R;SHC1
6253	myosin-Vb-Rab11-FIP2-Rab11a complex	P62491;Q7L804;Q9ULV0	RAB11A;RAB11FIP2;MYO5B
6254	GPC-4.1R-p55 complex	P04921;P11171;Q00013	GYPC;EPB41;MPP1
6255	"MICOS complex, mitochondrial"	Q16891;Q5TGZ0;Q5XKP0;Q6UXV4;Q9BRQ6;Q9BUR5;Q9NX63	IMMT;MICOS10;MICOS13;APOOL;CHCHD6;APOO;CHCHD3
6257	ANKS6-NEK8-INVS-NPHP3 complex	Q68DC2;Q7Z494;Q86SG6;Q9Y283	ANKS6;NPHP3;NEK8;INVS
6259	USH2 complex	O75445;Q8WXG9;Q9H5P4;Q9P202	USH2A;ADGRV1;PDZD7;WHRN
6260	MPP7-DLG1-LIN7A complex	O14910;Q12959;Q5T2T1	LIN7A;DLG1;MPP7
6261	Histone-2-Histone-4-ASF1A-MCM2 complex	P49736;P62805;P68431;Q9Y294	MCM2;H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16;H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12;ASF1A
6263	MPP7-DLG1-LIN7C complex	Q12959;Q5T2T1;Q9NUP9	DLG1;MPP7;LIN7C
6264	DLG5-SORBS3-CTNNB1 complex	O60504;P35222;Q8TDM6	SORBS3;CTNNB1;DLG5
6266	"Ubiquitin E3 ligase (CUL3, KLHL3, WNK4)"	Q13618;Q96J92;Q9UH77	CUL3;WNK4;KLHL3
6267	"Ubiquitin E3 ligase (CUL3, KLHL3)"	Q13618;Q9UH77	CUL3;KLHL3
6268	"Cullin-RING E3 ubiquitin ligase complex (ASB9, CUL5, TCEB1, TCEB2)"	Q15369;Q15370;Q93034;Q96DX5	ELOC;ELOB;CUL5;ASB9
6269	DLL1-CTNNB1-CDH2 complex	O00548;P19022;P35222	DLL1;CDH2;CTNNB1
6274	HEXA-HEXB complex	P06865;P07686	HEXA;HEXB
6275	HEXB homodimer complex	P07686	HEXB
6277	Rev1-Rev3-Rev7-Polkappa complex	O60673;Q9UBT6;Q9UBZ9;Q9UI95	REV3L;POLK;REV1;MAD2L2
6280	NEDD8-NUB1-NPLOC4-UFD1L complex	Q15843;Q8TAT6;Q92890;Q9Y5A7	NEDD8;NPLOC4;UFD1;NUB1
6282	G alpha-13-Hax-1-cortactin-Rac complex	O00165;P31749;Q14247;Q14344	HAX1;AKT1;CTTN;GNA13
6283	SIVA1-XIAP-TAK1 complex	O15304;O43318;P98170	SIVA1;MAP3K7;XIAP
6287	SLC2A1-DMTN-ADD2 complex	P11166;P35612;Q08495	SLC2A1;ADD2;DMTN
6289	"prohibitin 2 complex, mitochondrial"	O00165;P05141;P35232;P45880;Q99623	HAX1;SLC25A5;PHB1;VDAC2;PHB2
6290	"Ubiquitin E3 ligase (DDB1, DYRK2, EDD, VPRBP)"	O95071;Q16531;Q92630;Q9Y4B6	UBR5;DDB1;DYRK2;DCAF1
6291	"Ubiquitin E3 ligase (DDIT4, DDB1, BTRC, CUL4A)"	Q13619;Q16531;Q9NX09;Q9Y297	CUL4A;DDB1;DDIT4;BTRC
6292	HAX-1-XIAP complex	O00165;P98170	HAX1;XIAP
6293	DDN-MAGI2-SH3KBP1 complex	O94850;Q86UL8;Q96B97	DDN;MAGI2;SH3KBP1
6294	DDR1-PRKCZ-WWC1 complex	Q05513;Q08345;Q8IX03	PRKCZ;DDR1;WWC1
6295	CR2-CD19 complex	P15391;P20023	CD19;CR2
6296	SPATA2-CYLD complex	Q9NQC7;Q9UM82	CYLD;SPATA2
6297	vWF-GPIb complex	P04275;P07359	VWF;GP1BA
6299	ELK1-SAP1a-EWS-FLI-FLI complex	P19419;P28324;Q01543;Q16198	ELK1;ELK4;FLI1;EWS-Fli1
6300	CDKN1A-TP53-CDK1-PCNA complex	P04637;P06493;P38936	TP53;CDK1;CDKN1A
6301	tRNA Splicing Ligase Complex	Q52LJ0;Q92499;Q9BVC5;Q9Y224;Q9Y3I0	FAM98B;DDX1;C2orf49;RTRAF;RTCB
6302	B-WICH complex	O00159;O60264;O75533;P35659;Q03468;Q9BQG0;Q9C093;Q9NR30;Q9UIG0	MYO1C;SMARCA5;SF3B1;DEK;ERCC6;MYBBP1A;SPEF2;DDX21;BAZ1B
6303	DDX11-RAD21-SMC1A-SMC3 complex	O60216;Q14683;Q96FC9;Q9UQE7	RAD21;SMC1A;DDX11;SMC3
6304	DDX11-Ctf18-RFC complex	O75717;P12004;Q5FWF5;Q8WVB6;Q96FC9;Q9BVC3	WDHD1;PCNA;ESCO1;CHTF18;DDX11;DSCC1
6306	DDX27-PeBoW complex	O00541;Q14137;Q96GQ7;Q9GZL7	PES1;BOP1;DDX27;WDR12
6307	RAB27A-SLP3-KLC1 transport complex	P51159;Q07866;Q4VX76	RAB27A;KLC1;SYTL3
6308	protein complex (DDX28; DHX30; GRSF1; FASTKD2; FASTKD5)	Q12849;Q7L2E3;Q7L8L6;Q9NUL7;Q9NYY8	GRSF1;DHX30;FASTKD5;DDX28;FASTKD2
6310	DEAF1- complex	O75398;P12956;P13010	DEAF1;XRCC6;XRCC5
6313	AATF-NGDN-NOL10 complex	Q8NEJ9;Q9BSC4;Q9NY61	NGDN;NOL10;AATF
6314	MSP58-RINT1 complex	Q6NUQ1;Q96EZ8	RINT1;MCRS1
6317	NLRP1 inflammasome (CASP5)	P29466;P51878;Q9C000;Q9ULZ3	CASP1;CASP5;NLRP1;PYCARD
6321	DLG4-DLGAP1-SHANK3 complex	O14490;P78352;Q9BYB0	DLGAP1;DLG4;SHANK3
6323	Cardinal-NLRP3 inflammasome	P29466;Q96P20;Q9ULZ3;Q9Y2G2	CASP1;NLRP3;PYCARD;CARD8
6324	Cardinal-NLRP2 inflammasome	P29466;Q9NX02;Q9ULZ3;Q9Y2G2	CASP1;NLRP2;PYCARD;CARD8
6332	"Elongator complex (ELP1, ELP2, ELP3, ELP4, ELP5, ELP6)"	O95163;Q0PNE2;Q6IA86;Q8TE02;Q96EB1;Q9H9T3	ELP1;ELP6;ELP2;ELP5;ELP4;ELP3
6333	Nav1.2-beta2 complex	O60939;Q99250	SCN2B;SCN2A
6334	Afadin-beta-catenin complex	P35222;P55196	CTNNB1;AFDN
6336	CTNNB1-DNMT1 complex	P26358;P35222	DNMT1;CTNNB1
6337	Amot-cadherin-11-beta-catenin-p120 complex	O60716;P35222;P55287;Q4VCS5	CTNND1;CTNNB1;CDH11;AMOT
6339	beta-catenin-B-cell lymphoma 9 protein  complex	O00512;P35222	BCL9;CTNNB1
6340	PITX2-MLL4-ASH2L-RBBP5-PTIP complex	O14686;Q15291;Q6ZW49;Q99697;Q9UBL3	KMT2D;RBBP5;PAXIP1;PITX2;ASH2L
6341	GIT1-ARHGEF7-PAK1-PXN complex	P49023;Q13153;Q14155;Q9Y2X7	PXN;PAK1;ARHGEF7;GIT1
6342	JADE1-NPHP4 complex	O75161;Q6IE81	NPHP4;JADE1
6343	SETD7-YAP-AXIN1-beta-catenin complex	O15169;P35222;P46937;Q8WTS6	AXIN1;CTNNB1;YAP1;SETD7
6344	"TNFR1 signaling complex, native"	O14920;O15111;O43318;P01375;P19438;Q12933;Q13489;Q13546;Q15025;Q15628;Q15750;Q96EP0;Q9BYM8;Q9NYJ8;Q9Y6K9	IKBKB;CHUK;MAP3K7;TNF;TNFRSF1A;TRAF2;BIRC3;RIPK1;TNIP1;TRADD;TAB1;RNF31;RBCK1;TAB2;IKBKG
6345	ZNF304-corepressor complex	P26358;Q13263;Q15047;Q9HCX3	DNMT1;TRIM28;SETDB1;ZNF304
6347	TNF-TNFR1-TRADD-RIP1-TRAF2 complex	P01375;P19438;Q12933;Q13546;Q15628	TNF;TNFRSF1A;TRAF2;RIPK1;TRADD
6351	PKP1-ZO-1 complex	Q07157;Q13835	TJP1;PKP1
6352	FoxM1-Axin-GSK3beta complex	O15169;P49841;Q08050	AXIN1;GSK3B;FOXM1
6354	Sox4-beta-catenin-p300 complex	P35222;Q06945;Q09472	CTNNB1;SOX4;EP300
6355	"Glutamate receptor 1 complex, metabotropic"	Q13255	GRM1
6356	"Glutamate receptor 2 complex, metabotropic"	Q14416	GRM2
6357	"Glutamate receptor 4 complex, metabotropic"	Q14833	GRM4
6358	"Glutamate receptor 7 complex, metabotropic"	Q14831	GRM7
6359	RHAMM-beta-catenin complex	O75330;P35222	HMMR;CTNNB1
6360	"Glutamate receptor 8 complex, metabotropic"	O00222	GRM8
6362	PDLIM1-E-cadherin-beta-catenin complex	O00151;P12830;P35222	PDLIM1;CDH1;CTNNB1
6363	mGluR2-mGluR4 complex	Q14416;Q14833	GRM2;GRM4
6364	OVOL2-beta-catenin-TCF4 complex	P15884;P35222;Q9BRP0	TCF4;CTNNB1;OVOL2
6365	Synexin-sorcin complex	P20073;P30626	ANXA7;SRI
6367	mGluR2-mGluR7 complex	Q14416;Q14831	GRM2;GRM7
6368	mGluR2-mGluR8 complex	O00222;Q14416	GRM8;GRM2
6369	mGluR3-mGluR4 complex	Q14832;Q14833	GRM3;GRM4
6370	mGluR3-mGluR7 complex	Q14831;Q14832	GRM7;GRM3
6371	mGluR3-mGluR8 complex	O00222;Q14832	GRM8;GRM3
6373	MiDAC complex	Q13547;Q6PJG2;Q92769;Q9H147	HDAC1;MIDEAS;HDAC2;DNTTIP1
6374	Calcineurin-FKBP12 complex	P62942;P63098;Q08209	FKBP1A;PPP3R1;PPP3CA
6375	PEF1-ALG2 complex	O75340;Q9UBV8	PDCD6;PEF1
6381	NPHP1-NPHP4-BCAR1 complex	O15259;O75161;P56945	NPHP1;NPHP4;BCAR1
6388	CORVET complex	Q8N3P4;Q8WUH2;Q96AX1;Q9H269;Q9H270;Q9P253	VPS8;TGFBRAP1;VPS33A;VPS16;VPS11;VPS18
6389	HOPS complex	P49754;Q96AX1;Q96JC1;Q9H269;Q9H270;Q9P253	VPS41;VPS33A;VPS39;VPS16;VPS11;VPS18
6390	Endosomal targeting complex (VIPAS39-VPS33B)	Q9H267;Q9H9C1	VPS33B;VIPAS39
6391	KCTD12-GNB1-GNG2 complex	P59768;P62873;Q96CX2	GNG2;GNB1;KCTD12
6392	KCTD8-GNB1-GNG2 complex	P59768;P62873;Q6ZWB6	GNG2;GNB1;KCTD8
